college_id,university_id,college_name,university_name,college_type,state,district
C-12242,U-0505,"SHAHJADE SINGH MAHAVIDYALAYA, ATRAOULI, BHARAWAN,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12195,U-0505,"SHAKUNTALA DEVI MAHILA MAHAVIDYALAYA, KAYAMGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Farrukhabad
C-12577,U-0505,"SHAMM-E-GAUSIYA MINORITY UNANI/AYURVEDIC MEDICAL COLLEGE,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Ghazipur
C-46446,U-0505,"SHANKARANAND MAHAVIDYALAYA PHUPHWARA SARSAUL, KANPUR NAGAR","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12592,U-0505,"SHANTI DEVI RAJAN BABU MAHAVIDYALAYA, PASHCHIM SHARIRA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12474,U-0505,"SHANTI MAHAVIDYALAYA, BAGAIKALA, BAGAIKHURD,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12476,U-0505,"SH. CAP. V.P. SINGH SMARAK DEGREE COLLEGE, KOILAHA, JUNAIDPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12441,U-0505,"SHIVAJI VIDYAPEETH MAHAVIDYALAYA, LAHARPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12153,U-0505,"SHIVLOK MAHILA MAHAVIDYALAYA, MEHARBAN SINGH KA PURWA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12167,U-0505,"SHIVLOK SADHANAKAKSH DEG. COLL., MEHARBAN SINGH KA PURWA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12341,U-0505,"SHIV MAHAVIDYALAYA, ALIPUR, MAUIMA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12676,U-0505,"SHIV OM PUBLIC MAHAVIDYALAYA, TIRWAGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-12677,U-0505,"SHIVPAL SINGH MAHAVIDYALAYA, KAIST, JASWANT NAGAR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Etawah
C-12041,U-0505,"SHIVRAJ SINGH RAM PYARI MAHAVIDYALAYA, GAUSGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12158,U-0505,"SHIVSHANKAR SINGH SHIVRAM SINGH MAHAVIDYALAYA, VIRSINGHPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Unnao
C-12364,U-0505,"SHIV SHYAM MAHAVIDYALAYA, SHAHBAJPUR, HANUMANGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12255,U-0505,"SHIVWATI SHIVNANDAN SHUKLA MAHAVIDYALAYA, PUKHRAYAN,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12240,U-0505,"SHRI BABU SINGH DEGREE COLLEGE, SARAINYA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12408,U-0505,"SHRI BARAKHANDI MAHAVIDYALAYA, SHIVGARH,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12371,U-0505,"SHRI DARSHAN MAHAVIDYALAYA, DIBIYAPUR ROAD,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12456,U-0505,"SHRI GANDHI MAHAVIDYALAYA, C.B. GANJ, GHORWARA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12544,U-0505,"SHRI JAGWANT SINGH BHADOURIA DEGREE COLLEGE, AMOUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12322,U-0505,"SHRI KRISHNA MAHAVIDYALAYA, NAGLA HARJU,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Etawah
C-12610,U-0505,"SHRI RAM MANOHAR YADAV DEGREE COLLEGE,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12451,U-0505,"SHRI SHAKTI DEGREE COLLEGE, SHAKHAHARI, HARBASPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12562,U-0505,"SHYAMJI RAMJI DEGREE COLLEGE, GAURI BHAGWANTPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-47798,U-0505,"SHYAM KUMARI MAHAVIDYALAYA, HANDIA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12637,U-0505,"SIDDHARTH MAHAVIDYALAYA, BHATAURA, ERWAKATRA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12345,U-0505,"SIDDHARTH MAHAVIDYALAYA, LUDHPURA, JASWANT NAGAR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Etawah
C-12571,U-0505,"SIDDHESWAR MAHARAJ MAHAVIDYALAYA, NIGHRA ROAD, KARMPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12375,U-0505,"SIDDH NARAYAN RAM HARSH DEGREE COLLEGE, VIDYA NAGAR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12495,U-0505,"SINGH VAHINI MAHAVIDYALAYA, ADAMPUR, AJITMAL,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12557,U-0505,"SIR MADAN LAL INSTITUTE OF EDUCATION, ALAMPUR HAUZ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Etawah
C-12567,U-0505,"SITAPUR SHIKSHA SANSTHAN,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12296,U-0505,"SITAPUR SIKSHA SANSTHAN, KANWA KHERA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12199,U-0505,"SITA SIROMANI DEGREE COLLEGE, KAPSA, PHOOLPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-47797,U-0505,"S J LAW COLLEGE, RAMAIPUR","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12044,U-0505,"S.J. MAHAVIDYALAYA, RAMAIPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12586,U-0505,"S.M.D. PATEL MAHAVIDYALAYA, PATSENI, KACHAUNA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-47859,U-0505,"SMRATI MAHAVIDHYALAYA, MATEHIYA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kheri
C-47732,U-0505,"SMRATI MAHAVIDHYALAYA, PREETAMPUR, MATEHIYA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kheri
C-12490,U-0505,"SMT. AMTUNNA BANO MAHILA MAHAVIDYALAYA, GURSAHAIGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-12194,U-0505,"SMT. DULARI RADHESHYAM DEGREE COLLEGE, SHAHJALALPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12059,U-0505,"SMT. DURGAWATI DEVI MAHAVIDYALAYA, MANU KA PURA, MEJA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-46432,U-0505,"SMT GIRZA DEVI MAHILA MAHAVIDYALAYA KHAGA, FATEHPUR","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12307,U-0505,"SMT. JAYPATTI SMARAK MAHAVIDYALAYA, UPARHAR, LOHARI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12600,U-0505,"SMT. KAILASHI DEVI R.S. MAHAVIDYALAYA, RASTIPUR, HANDIA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-46440,U-0505,"SMT KRIPA SHUKLA PUTTILAL MAHAVIDYALAYA TISTI, KANPUR DEHAT","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12331,U-0505,"SMT. KRISHNA MAHAVIDYALAYA, SAYARA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12033,U-0505,"SMT. MANORAMA MAHAVIDYALAYA, FAFOOND ROAD,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12212,U-0505,"SMT. MULA DEVI RAMDAS MAHAVIDYALAYA, BADDU KA PURA, BYUR, HANDIA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12508,U-0505,"SMT. RAJRANI AGNIHOTRI DEGREE COLLEGE, SEMRAUTA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12325,U-0505,"SMT. RAMA AGRAHARI MAHILA MAHAVIDYALAYA, BIKHARIPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12537,U-0505,"SMT. RAMA DEVI MAHILA MAHAVIDYALAYA, JHINJHAK,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12421,U-0505,"SMT. RAMDULARI MEMORIAL KANYA MAHAVIDYALAYA, SARAI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12442,U-0505,"SMT. SHAKUNTALA DEVI MAHILA MAHAVIDYALAYA, RUR, KHIDINI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-46437,U-0505,"SMT VIMALA DEVI MAHAVIDHYALAYA HUSAMGANJ PHOOLPUR, ALLAHABAD","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12514,U-0505,"SMT. VIMLA RANI BHARGAVA BALIKA MAHAVIDYALAYA, TEWA, MANJHANPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12179,U-0505,"S.N. DEGREE COLLEGE, CHHIWLAHA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12210,U-0505,"SNEHLATA GUPTA MEMORIAL DEGREE COLLEGE, RASULABAD,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12420,U-0505,"S.N. SEN B.V.P.G. COLLEGE,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-46436,U-0505,"S N T COLLEGE OF EDU AND TECH MAHILA HANUMANGANJ, ALLAHABAD","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-47722,U-0505,"SOM CHANDRA DWIVEDI MAHAVIDYALAYA,BAMHRAULI,SIRATHU","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12436,U-0505,"SONAMATI MAHAVIDYALAYA, NANAMAU MARG, BILHOUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12040,U-0505,"SONELAL MEMORIAL MAHAVIDYALAYA, SUBHAN KHERA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12190,U-0505,"SONE SHREE SMARAK BALIKA MAHAVIDYALAYA, TIRWA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-12516,U-0505,"S.P.B. SANATAN DHARM DEGREE COLLEGE, HINDPAL KHERA, MAHAI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Unnao
C-47858,U-0505,"S P MAHILA MAHAVIDYALAYA, TIRWA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-47730,U-0505,"S.P. MAHILA MAHAVIDYALAYA, TIRWA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-12434,U-0505,"S.R. DEGREE COLLEGE, RASOOLPUR, BHAIMECHA, HASWA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12066,U-0505,"SRI AMAR SINGH SNATAK MAHAVIDYALAYA,KAURAPUR, GAURA DEEH,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12203,U-0505,"SRI ANANT RAM DWIVEDI MAHAVIDYALAYA, BHITA, JASRA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12061,U-0505,"SRI BABU SINGH COLLEGE OF LAW, SAYARA, SIRATHU,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12400,U-0505,"SRI BABU SINGH DEGREE COLLEGE, NAWABGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Farrukhabad
C-12046,U-0505,"SRI BACHCHULAL RAMDULARI MAHAVIDYALAYA, BISWAN,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12699,U-0505,"SRI BAIJNATH SINGH MAHAVIDYALAYA, BARKHERA, SAKATPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12549,U-0505,"SRI BAIJNATH SINGH MAHAVIDYALAYA, DAHINTI, SALKUPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12659,U-0505,"SRI BAJRANGI MAHAVIDYALAYA, MAWAI MUKTA, NANDPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12556,U-0505,"SRI BALAJI MAHARAJ MAHAVIDYALAYA, PAHUNTERA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-47860,U-0505,"SRI BANKA BIHARI MAHAVIDHYALAYA, BAGHAIPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-47727,U-0505,"SRI BANKA BIHARI MAHAVIDHYALAYA, KHUMANPUR, BAGHAIPUR","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12471,U-0505,"SRI C.B. SINGH MEMORIAL SHIKSHAN SANSTHAN, JHINJHAK,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12317,U-0505,"SRI CHANDRA PAL MAHAVIDYALAYA, HARCHANDRAPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12668,U-0505,"SRI CHANDRAPAL SINGH MAHAVIDYALAYA, KHERWA, BARAULA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12191,U-0505,"SRI D.A. MEDICAL COLLEGE & RESEARCH CENTER, SEMRI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Muzaffarnagar
C-12083,U-0505,"SRI DEEN DAYAL KUSHWAHA MAHAVIDYALAYA, SAMBHALPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12073,U-0505,"SRI DEVI PRASAD MAHAVIDYALAYA, PILAKHANI, JANGHAI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12136,U-0505,"SRIDHAR SINGH YADAV MAHAVIDYALAYA, GOSAURA KALA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12524,U-0505,"SRI DIMOND DEGREE COLLEGE, MAHUIPURI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12328,U-0505,"SRI D.P. VERMA MEMORIAL DEGREE COLLEGE, KHAGESIYAMAU,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-48423,U-0505,SRI GAJENDRA SINGH SMRATI VIDHI M/V,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12608,U-0505,"SRI GANDHI DEGREE COLLEGE, SIDHAULI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Sitapur
C-12528,U-0505,"SRI GAYADEEN MAURYA MAHAVIDYALAYA, RATHGAON, BAMURAHA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12189,U-0505,"SRI GHURAI LAL VERMA SCIENCE MAHAVIDYALAYA, NAYAGAON,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12481,U-0505,"SRI GOPINATH SINGH LAW COLLEGE, YADUVANSH NAGAR, TALGRAM ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-46442,U-0505,"SRI G S Y D SMARAK MAHAVIDHYALYA SHANKARPUR KUDARKOT, AURRAIYA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12342,U-0505,"SRI GULAB SINGH MAHAVIDYALAYA, BARMUPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12520,U-0505,"SRI GURUNANAK KANYA DEGREE COLLEGE, GOLA GOKARANNATH,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kheri
C-12591,U-0505,"SRI GURU NANAK MAHAVIDYALAYA, LAKHIMPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kheri
C-12596,U-0505,"SRI HANUMANT PAL MAHAVIDYALAYA, CHUAPIRAN, KADA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-12391,U-0505,"SRI JAGDAMBA PRASAD MAHILA MAHAVIDYALAYA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12680,U-0505,"SRI JALIM PRASAD MAHAVIDYALAYA, SHAHPUR, GANGAKHERA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12427,U-0505,"SRI KAILASH NATH KATIYAR MAHAVIDYALAYA, SIKANDARA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-47800,U-0505,"SRIKANT MAHAVIDYALAYA, BIDHUNA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-47769,U-0505,"SRI KOMIL SINGH S.D. MAHAVIDYALAYA,LADAITA,CHIBRAMAU","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kannauj
C-12393,U-0505,"SRI KRISHNA JANKA DEVI MAHAVIDYALAYA, DILWAL,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12372,U-0505,"SRI KRISHNA JANKA DEVI MAHAVIDYALAYA, RURA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12131,U-0505,"SRI KRISHNA MAHILA MAHAVIDYALAYA, FIROZPUR, FULPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12241,U-0505,"SRI KRISHNA VERMA MAHAVIDYALAYA, BHAWANI KHEDA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-48359,U-0505,"SRI MAHARANA PRATAP MAHILA MAHAVIDYALAYA, DALMAU","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12299,U-0505,"SRI MAHAVIR SINGH SMARAK MAHAVIDYALAYA, HARCHANDRAPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12294,U-0505,"SRI MANNU LAL KANYA MAHAVIDYALAYA, HANSPUR, BILHOUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-47799,U-0505,"SRI MATHURA PRASAD MISRA MAHAVIDHYALAYA, MEJA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12619,U-0505,"SRI MEHARVAN SINGH MAHAVIDYALAYA, DAKAULI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12523,U-0505,"SRI NARAIN GIRLS P.G. COLLEGE,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Unnao
C-12339,U-0505,"SRI NARAIN SINGH MAHAVIDYALAYA, BHITARGAON, GHATAMPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12156,U-0505,"SRINATH RAMNATH MAHAVIDYALAYA, DHANAWAL, SONBARSA, MANDA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12478,U-0505,"SRI P.C. DWIVEDI VIDHI MAHAVIDYALAYA, DEVPALPUR, CHAUBEPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12279,U-0505,"SRI P.L. VERMA TEACHERS TRAINING COLLEGE, DAKOULI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12078,U-0505,"SRI PUTTULAL MEMORIAL MAHAVIDYALAYA, JAHANGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Farrukhabad
C-46444,U-0505,"SRI PUTTU SINGH MAHAVIDYALAYA BELA ROAD BIDHUNA, AURRAIYA","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12090,U-0505,"SRI RADHE KRISHNA M.D. MAHAVIDYALAYA, TIWARIPUR, SARSAUL,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Nagar
C-12332,U-0505,"SRI RAGHUVEER SINGH MAHAVIDYALAYA, BANIKHAS, CHAMPAHA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kaushambi
C-48158,U-0505,"SRI RAJ BAHADUR MAHAVIDYALAYA,LONAR, HARDOI","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12264,U-0505,"SRI RAM AUTAR SINGH MAHAVIDYALAYA, SESHPUR, UNWA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Fatehpur
C-12145,U-0505,"SRI RAM BHAROSE SINGH MAHAVIDYALAYA, BAJEHRA, PIHANI,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12509,U-0505,"SRI RAMESHWAR TRIPATHI MAHAVIDYALAYA, BAHUPUR, RAMPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Rae Bareli
C-12150,U-0505,"SRI RAMKUMAR BHARTIYA GYAN DEVI MAHAVIDYALAYA, FAFOOND,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Auraiya
C-12304,U-0505,"SRI RAM PRASAD MISHRA PT. BABULAL MAHAVIDYALAYA, JASRA,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Allahabad
C-12102,U-0505,"SRI RAM SWAROOP PATEL MAHAVIDYALAYA, BILGRAM,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Hardoi
C-12497,U-0505,"SRI RAVINATH SINGH DEGREE COLLEGE, JAITPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Farrukhabad
C-12204,U-0505,"SRI R.P. PORWAL MAHAVIDYALAYA, RAJPUR,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Kanpur Dehat
C-12697,U-0505,"SRI SAGAR SINGH SOMVATI MAHAVIDYALAYA, BAHORIKPUR, JAHANGANJ,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Farrukhabad
C-12109,U-0505,"SRI SAI AYURVEDIC COLLEGE & HOSPITAL , SARSAUL,","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Affiliated College,Uttar Pradesh,Aligarh
